propId , label , description , aliases ,  type , count
P287,designer,designer of this item,designed by,wikibase-item,4187
P289,ship class,ship classification (e.g. Nelson-class battleship),,wikibase-item,5175
P291,place of publication,geographical place of publication of the edition (use 1st edition when referring to works),"release region, publication region, published in",wikibase-item,1198
P30,continent,"continent of which the subject is a part. Use for countries, locations in Antarctica, and items located in countries that belong to more than one continent, e.g. Russian cities.",,wikibase-item,21610
P301,category's main topic,primary topic of the subject category,"main article in category, main category topic, topic, main topic of category, category's main article, main article",wikibase-item,363188
P306,operating system,operating system (OS) on which a software works; OS installed on hardware,OS,wikibase-item,1407
P31,instance of,this item is a specific example and a member of that class,"is a, is an, rdf:type",wikibase-item,13324704
P344,director of photography,"person responsible for the framing, lighting and filtration of the subject work",cinematographer,wikibase-item,27484
P35,head of state,official with the highest formal authority in a country,"chief of state, president",wikibase-item,703
P355,subsidiaries,"subsidiary of a company or organization, opposite of parent company (P749)","subsidiary company, Parent company of, subsidiary entities",wikibase-item,703
P358,discography,link to discography in artist or band page,discography link,wikibase-item,3223
P36,capital,"location (city, municipality) of governmental seat of the country, or administrative territorial entity","capital city, capital town, chef-lieu, principal place, county seat, administrative centre",wikibase-item,16205
P360,is a list of,this is a list of the following items,"main topic of list, list of, main article of list",wikibase-item,118773
P361,part of,subject is a part of that object,"meronym of, section of, system of, subsystem of, subassembly of, merged into, contained within, assembly of, within a set",wikibase-item,106394
P364,original language of work,language in which a work was originally created,"language, original language, language of the original work",wikibase-item,130903
P366,use,main use of the subject (includes current and former usage),"function, role, mission, purpose",wikibase-item,5015
P37,official language,language designated as official by this item,language,wikibase-item,2973
P371,presenter,someone who takes a main role in presenting a radio or television program,host,wikibase-item,1312
P375,space launch vehicle,rocket or other vehicle for launching subject payload into space,"carrier rocket, launch vehicle",wikibase-item,5276
P376,located on astronomical body,astronomical body on which features or places are situated,,wikibase-item,3029
P38,currency,currency used by item,base currency,wikibase-item,980
P39,position held,subject currently or formerly holds the object position or public office,"political office held, political seat, public office, office held, position occupied",wikibase-item,229555
P397,astronomical body,major astronomical body the item belongs to,parent body,wikibase-item,963
P398,child astronomical body,the minor body that belongs to the item,child body,wikibase-item,727
P399,companion of,two or more astronomic bodies of the same type relating to each other,,wikibase-item,32
P40,child,the subject has the object as their biological and/ or legal child,"son, daughter, kid, is parent of, has child, children, father of, mother of, parent of, is father of, is mother of",wikibase-item,60309
P400,platform,platform for which a work has been developed or released / specific platform version of a software developed,"platforms, computing platform, game platform",wikibase-item,36422
P403,mouth of the watercourse,the body of water to which the watercourse drains,"watercourse outflow, watercourse drain, tributary of, outflow, drain",wikibase-item,25680
P404,game mode,available playing mode(s) in a video game,"mode, gameplay",wikibase-item,22916
P406,soundtrack album,album that incorporates music directly recorded from the soundtrack of a film or video game,,wikibase-item,141
P407,language of work,for works (for original language use P364 and for persons P103 and P1412),language,wikibase-item,186032
P408,software engine,software engine employed by the subject item,"game engine, engine",wikibase-item,2318
P410,military rank,"military rank achieved by a person (should usually have a ""start date"" qualifier)",rank,wikibase-item,6273
P411,canonization status,stage in the process of attaining sainthood per the subject's religious organization.,sainthood status,wikibase-item,3624
P412,voice type,"person's voice type. expected values: soprano, mezzo-soprano, contralto, countertenor, tenor, baritone, bass (and derivatives)",,wikibase-item,8890
P413,position played on team,"position the player plays, e.g. Small Forward","player position, fielding position",wikibase-item,13084
P414,stock exchange,exchange on which this company is traded,,wikibase-item,3436
P415,radio format,describes the overall content broadcast on a radio station,,wikibase-item,9
P417,patron saint,patron saint adopted by the subject,,wikibase-item,1363
P418,seal description,description of a subject's seal,,wikibase-item,16
P421,located in time zone,time zone for this item,"timezone, tz, time zone",wikibase-item,39556
P423,shooting handedness,"whether the hockey, football, handball or tennis player etc. passes oŗ shoots left- or right-handed",,wikibase-item,8
P425,field of this profession,activity corresponding to this occupation,"profession's field, activity corresponding to this occupation",wikibase-item,1252
P427,taxonomic type,"the type genus of this family (or subfamily, etc), or the type species of this genus (or subgenus, etc)","type species, type genus",wikibase-item,527
P43,stepfather,"husband of the subject's mother, who is not the subject's biological father","step father, step-father",wikibase-item,73
P437,distribution,method (or type) of distribution for the subject,media,wikibase-item,10506
P44,stepmother,"wife of the subject's father, who is not the subject's biological mother",step-mother,wikibase-item,36
P447,score by,issuer of a review score,"reviewer, score issuer, publication, scorer, by",wikibase-item,2
P448,location of spacecraft launch,site or launch pad from where the spacecraft was launched,launch site,wikibase-item,5390
P449,original network,network(s) the radio or television show was originally aired on. This does not include later re-runs or additional syndication.,"original channel, channel, TV channel, radio network, network, television channel, radio station",wikibase-item,8998
P450,astronaut mission,space mission that the subject is or has been a member of (do not include future missions),cosmonaut mission,wikibase-item,327
P451,cohabitant,"someone with whom the person is in a relationship without being married. Use ""spouse"" for married couples.","partner, mistress, domestic partner, significant other, life partner, girlfriend, boyfriend, concubine, lover, common-law spouse",wikibase-item,881
P452,industry,industry of company or organization,"field of action, field of exercise",wikibase-item,6408
P457,foundational text,text through which an institution has been created,establishing document,wikibase-item,90
P459,determination method,qualifier stating how a value has been determined,"determined by, method, methodology",wikibase-item,16
P460,said to be the same as,"this item is said to be the same as that item, but the statement is disputed",same as,wikibase-item,18156
P461,opposite of,item that is the opposite of this item,antonym,wikibase-item,1959
P462,color,color of subject,colour,wikibase-item,862
P463,member of,"part of a specific organization or club. Do not use for membership in ethnic or social groups, nor for holding a position such as a member of parliament (use P39 for that).",,wikibase-item,67774
P466,occupant,person or organization occupying a building or facility,"occupied by, tenant",wikibase-item,9684
P467,legislated by,indicates that an act or bill was passed by a legislature.  The value can be a particular session of the legislature,"enacted by, passed by",wikibase-item,188
P468,dan/kyu rank,"rank system used in several board games (e.g. go, shogi, renju), martial arts (e.g. judo, kendo, wushu) and some other games",,wikibase-item,8
P469,lakes on river,"lakes and reservoirs the river flows through, flows into or flows out of",,wikibase-item,102
P47,shares border with,"countries or administrative subdivisions, of equal level, that this item borders, either by land or water","borders, bordered by, adjacent to, next to",wikibase-item,204439
P470,Eight Banner register,Manchu household register for people of the Qing Dynasty,,wikibase-item,893
P479,input device,input method or device used to interact with a software product,"input method, input, mouse, digitiser",wikibase-item,4630
P483,recorded at,studio where a musical composition was recorded,"studio, recording studio, recording venue",wikibase-item,136
P485,archives at,the institution holding the subject's archives,,wikibase-item,462
P488,chairperson,"presiding member of an organization, group or body","chairman, chairwoman, president, leader",wikibase-item,3222
P489,currency symbol description,item with description of currency symbol,,wikibase-item,8
P495,country of origin,country of origin of the creative work or subject item,place of origin,wikibase-item,107324
P50,author,main creator(s) of a written work,"writer, written by",wikibase-item,67916
P500,exclave of,territory is legally or politically attached to a main territory with which it is not physically contiguous because of surrounding alien territory. It may also be an enclave.,,wikibase-item,96
P501,enclave within,territory is entirely surrounded by the other (enclaved),enclaved by,wikibase-item,155
P504,home port,"home port of the vessel (if different from ""ship registry""): For civilian ships, the primary port from which the ship operates. Port of registry (the one painted on the stern) should be listed in ""Ship registry"". For warships, this will be the ship's assigned naval base",homeport,wikibase-item,116
P505,general manager,general manager of a sports team,,wikibase-item,5
P509,cause of death,"underlying or immediate cause of death.  Underlying cause (e.g. car accident, stomach cancer) preferred.  Use 'manner of death' (P1196) for broadest category, e.g. natural causes, accident, homicide, suicide",death cause,wikibase-item,24422
P511,honorific prefix,"word or expression used before a name, in addressing or referring to a person","style prefix, pre-nominal",wikibase-item,134
P512,academic degree,academic degree that the person holds,"degree, diploma",wikibase-item,21325
P514,interleaves with,stratigraphic relation in which two units overlap each other marginally,,wikibase-item,28
P515,phase of matter,"state or phase of the matter at which the measure was made (gas, liquid, solid... See talk page)",,wikibase-item,1
P516,powerplant,equipment or engine used to power the subject,"engine, power plant, turbine, rocket engine, reactor, propulsion, power station, powerstation",wikibase-item,1676
P517,interaction,"with which of the 4 fundamental forces does the particle interact? strong interaction Q11415, electromagnetic: Q849919, weak interaction: Q11418, gravitation: Q11412",,wikibase-item,62
P518,applies to part,part of the item for which the claim is valid,valid for part,wikibase-item,17
P520,armament,equippable weapon item for the subject,"armed with, weapon, Ship armament",wikibase-item,2352
P521,scheduled service destination,"airport or station connected by regular direct service to the subject, for the destination of a trip see P1444",,wikibase-item,86
P522,type of orbit,orbit a satellite has around its central body,orbit,wikibase-item,302
P523,temporal range start,the start of a process or appearance of a life form relative to the geologic time scale,,wikibase-item,56
P524,temporal range end,the end of a process or extinction of a life form relative to the geologic time scale,,wikibase-item,56
P527,has part,object that is part of this subject,"have part, composed of, contains, formed from, formed out of, assembled from, assembled out of, created from, created out of, amalgamation of, set of, consists of, has part, members, holonym of, includes, ingredient, member, include",wikibase-item,40361
P53,noble family,include dynasty and nobility houses,"royal house, dynasty, house",wikibase-item,7021
P530,diplomatic relation,diplomatic relations of the country,,wikibase-item,583
P531,diplomatic mission sent,"location of diplomatic mission, i.e. consulate of A in the capital city of B","embassy, resident mission",wikibase-item,186
P532,port of registry,"ship's port of registry. This is generally painted on the ship's stern (for the ""home port"", see Property:P504)",,wikibase-item,58
P533,target,target of a terrorist attack or military operation,,wikibase-item,23
P534,streak color,color of a mineral or material when abraded ,,wikibase-item,49
P537,twinning,type of twins a crystal forms,,wikibase-item,12
P538,fracturing,type of fracture a crystal or mineral forms,,wikibase-item,6
P54,member of sports team,sports teams or clubs that the subject currently represents or formerly represented,"member of team, team, team played for, played for, plays for, teams played for, of team",wikibase-item,349683
P541,office contested,title of office which election will determine the next holder of,,wikibase-item,20
P542,officially opened by,person that officially opened the event,,wikibase-item,144
P543,oath made by,"person(s) that made the oath at an event, like the Olympic Games",,wikibase-item,68
P545,torch lit by,"person that lit the torch at an event, like the Olympic Games",,wikibase-item,49
P546,docking port,docking port for the dock,,wikibase-item,1
P547,commemorates,"what the place, monument, memorial, holiday, commemorates",memorial to,wikibase-item,108
P550,chivalric order,the chivalric order which a person belongs to,,wikibase-item,1
P551,residence,"the place where the person is, or has been, resident",lived in,wikibase-item,4102
P552,handedness,handedness of the person,,wikibase-item,680
P553,website account on,a website that the person or organization has an account on (use with P554) Note: only used with reliable source or if the person or organization disclosed it.,social media account on,wikibase-item,12200
P556,crystal system,type of crystal for crystal coumpounds,,wikibase-item,1128
P559,terminus,"the feature (intersecting road, train station, etc.) at the terminus of a linear feature",endpoint,wikibase-item,2778
P560,direction,a directional identifier of something,,wikibase-item,2
P562,central bank/issuer,central bank or other issuing authority for the currency,issuer,wikibase-item,250
P565,crystal habit,the proportions of a crystal or mineral,,wikibase-item,6
P566,basionym,"the legitimate, previously published name on which a new combination or name at new rank is based",,wikibase-item,1838
P567,hangingwall,item that is in the hanging wall of this item,underlies,wikibase-item,113
P568,footwall,item that is in the footwall of this item,overlies,wikibase-item,112
P57,director,"director(s) of this motion picture, play, video game or similar",directed by,wikibase-item,95257
P579,IMA status and/or rank,status given to each mineral by the IMA (International Mineralogical Association),,wikibase-item,4555
P58,screenwriter,author(s) of the screenplay or script for this work,"scriptwriter, screenplay by, writer, teleplay by",wikibase-item,50160
P588,coolant,substance used by the subject to dissipate excess thermal energy,,wikibase-item,264
P589,point group,crystal subdivision,,wikibase-item,247
P59,constellation,"the area of the celestial sphere of which the subject is a part (from a scientific standpoint, not an astrological one)",,wikibase-item,19949
P598,commander of,"for persons who are notable as commanding officers, the units they commanded",commands,wikibase-item,162
P6,head of government,"head of the executive power of a town, city, municipality, state, country, or other governmental body","mayor, prime minister, premier, first minister, head of national government",wikibase-item,11720
P607,conflict,"battles, wars or engagements in which the person or item participated","war, battle",wikibase-item,50762
P608,exhibition history,exhibitions where the item was displayed,,wikibase-item,1105
P609,terminus location,location of the terminus of a linear feature,"destination, departure point",wikibase-item,792
P61,discoverer or inventor,discovered or invented by,"inventor, discovered by, invented by, discoverer",wikibase-item,59847
P610,highest point,"point with highest elevation in the country, region, city, town or area",highest peak,wikibase-item,330
P611,religious order,order of monks or nuns which the monastery housed,,wikibase-item,2213
P612,mother house,name of the mother house,,wikibase-item,231
P618,source of energy,describes the source of energy an animated object (machine or animal) uses,"fuel type, energy source",wikibase-item,170
P624,guidance system,guidance system of a missile,,wikibase-item,178
P629,edition or translation of,is an edition or translation of this text,"edition of, translation of",wikibase-item,988
P631,structural engineer,"person, group or organisation responsible for the structural engineering of a building or structure",,wikibase-item,258
P634,captain,captain of this sports team,,wikibase-item,18
P636,route of administration,"path by which a drug, fluid, poison, or other substance is taken into the body",,wikibase-item,221
P641,sport,sport or discipline in which the entity participates or belongs to,,wikibase-item,177938
P642,of,qualifiers stating that a statement applies within the scope of a particular item,scope,wikibase-item,34
P647,drafted by,which team the player was drafted by,,wikibase-item,62
P65,site of astronomical discovery,"the place where an astronomical object was discovered (observatory, satellite)",,wikibase-item,45812
P655,translator,people or organisation who translated this,,wikibase-item,420
P658,tracklist,songs contained in this item,,wikibase-item,927
P66,ancestral home,place of origin for ancestors of subject,,wikibase-item,131
P660,EC classification,the Enzyme Commission (EC)-based accepted name of any enzyme classifications of the protein or RNA molecule,Enzyme Commission classification name,wikibase-item,2
P664,organizer,person or institution organizing an event,,wikibase-item,650
P669,located on street,"street, or road, where the item is located. To add the number, use Property:P670 ""street number"" as qualifier","is on, street",wikibase-item,44205
P674,characters,"characters which appear in this item (plays, operas, operettas, books...)",,wikibase-item,3643
P676,lyrics by,author of song lyrics; also use P86 for music composer,"lyricist, lyracist, words by, writer",wikibase-item,5271
P680,molecular function,represents gene ontology function annotations,,wikibase-item,11200
P681,cell component,component of the cell in which this item is present,,wikibase-item,10602
P682,biological process,is involved in the biological process,,wikibase-item,32246
P684,ortholog,orthologous gene in another species (use with 'species' qualifier),,wikibase-item,1860
P688,encodes,the product of a gene (protein or RNA),codes for,wikibase-item,1915
P689,afflicts,a type of organism which a condition or disease afflicts,,wikibase-item,24
P69,educated at,educational institution attended by the subject,"education, alumni of, alumnus of, alumna of, college attended, university attended, school attended, studied at, alma mater, graduate of",wikibase-item,281109
P690,space group,symmetry classification for 2 and 3 dimensional patterns or crystals,,wikibase-item,919
P693,cleavage,way that crystals or minerals cleave,,wikibase-item,60
P694,replaced synonym (for nom. nov.),"previously published name on which a replacement name (avowed substitute, nomen novum) is based.",,wikibase-item,33
P7,brother,subject has the object as their brother,"has brother, sibling, bro",wikibase-item,64381
P702,encoded by, the gene that encodes some gene product,,wikibase-item,1955
P703,found in taxon,the taxon in which the molecule or substance can be found,species,wikibase-item,109231
P706,located on terrain feature,"located on the specified landform or body of water. Should not be used when the value is only political/administrative (provinces, states, countries, etc.).","takes place in, location, on geographical feature, on natural feature, is on, is in",wikibase-item,8417
P707,satellite bus,general model on which multiple-production satellite spacecraft is based,,wikibase-item,7
P708,diocese,administrative division of the church to which the element belongs,,wikibase-item,4465
P710,participant,"person, group of people or organization that actively takes/took part in the event","artist, artists, performer, performers, participants, athlete, athletes, attendee, player, team, competitor, candidate, party, event participant, agent",wikibase-item,10715
P720,asteroid spectral type,"spectral classifications of asteroids based on  spectral shape, color, and albedo",,wikibase-item,370
P725,voice actor,"the person who dubbed a role of a creative work (like TV series, movie or video game)","voice dubber, dubbed by, VO, Seiyu, voiced by, CV",wikibase-item,1217
P726,candidate,person or party listed as an option for office in an election,,wikibase-item,467
P734,surname,surname or last name of a person,"last name, family name, has surname",wikibase-item,110021
P735,given name,first name or another given name of this person. Values used with the property shouldn't link disambiguations nor family names.,"forename, first name, personal name, christian name, middle name",wikibase-item,1896107
P736,cover artist,"name of person or team creating cover artwork for album, single, book, etc.",,wikibase-item,194
P737,influenced by,"this person, idea, etc. is informed by that other person, idea, etc., e.g. ""Heidegger has influence Aristotle"".  Inverse of 'influence of' (P738).","informed by, inspired by, has influence",wikibase-item,362
P738,influence of,"this person, idea, etc. informs that other person, idea, etc., e.g. ""Aristotle influence of Heidegger"".  Inverse of 'influenced by' (P737).","influences, informs, influenced, informed, inspired",wikibase-item,218
P739,ammunition,cartridge or other ammunition used by the subject weapon,cartridge,wikibase-item,1758
P740,location of formation,location where a group or organization was formed,"originates from, comes from, source, place of foundation, founded in",wikibase-item,741
P741,playing hand,hand used to play tennis,,wikibase-item,2264
P744,asteroid family,population of asteroids that share similar proper orbital elements,,wikibase-item,86
P747,edition(s),linking to an edition of this item,"has edition, editions",wikibase-item,1275
P748,appointed by,"who appointed the person to the office, can be used as a qualifier",,wikibase-item,315
P749,parent company,"a parent company of an organisation, opposite of subsidiaries (P355)","subsidiary of, owned by",wikibase-item,1164
P750,distributor,distributor of a creative work,distributed by,wikibase-item,1394
P751,introduced feature,which feature was introduced by this version of a product item,,wikibase-item,25
P756,removed feature,which feature was removed by this version of a product item,,wikibase-item,1
P765,surface played on,the surface on which the tournament is played,,wikibase-item,998
P767,contributor,person or organization that contributed in the creation of a creative work,,wikibase-item,1046
P768,electoral district,"For members of legislative bodies (local or national), the electoral district the person is representing","constituency, ward, riding",wikibase-item,19
P769,significant drug interaction,"a clinically significant interaction between two pharmacologically active substances (i.e., drugs and/or active metabolites) where concomitant intake can lead to altered effectiveness or adverse drug events.",,wikibase-item,1837
P770,cause of destruction,item which caused the destruction of the subject item,,wikibase-item,75
P78,top-level domain,Internet domain name system top-level code,TLD,wikibase-item,304
P780,symptoms,the possible symptoms of a medical condition,signs,wikibase-item,94
P784,mushroom cap shape,,,wikibase-item,2
P785,hymenium attachment,how the hymenium of the mushroom attaches to the stem,,wikibase-item,1
P786,stipe character,indicates if a mushroom has a universal or partial veil,,wikibase-item,1
P787,spore print color,color of a mushroom spore print (see documentation for allowed values),,wikibase-item,2
P788,mushroom ecological type,,,wikibase-item,3
P789,edibility,whether something can be eaten or not,"Mushroom edibility, Palatiblity",wikibase-item,1
P790,approved by,item is approved by other item(s) [qualifier: statement is approved by other item(s)],,wikibase-item,17
P793,significant event,significant or notable events associated with the subject,"key event, key incident, significant incident, notable event, notable incident, event",wikibase-item,6740
P795,distance along,distance from a defined datum point along a specified linear feature,,wikibase-item,9
P796,geo datum,zero point for measurement (qualifier for P795),,wikibase-item,3
P797,executive authority,entity having executive power of decision in matters relating to the entity,,wikibase-item,3
P800,notable works,subject's notable scientific work or work of art,"literary works, bibliography, work, works",wikibase-item,20118
P802,student,notable student(s) of a person,,wikibase-item,598
P803,professorship,professorship position held by this academic person,,wikibase-item,76
P805,subject of,(qualifier only) item detailing the relation established by the statement,"dedicated item, article, artfor",wikibase-item,334
P807,separated from,subject was founded or started by separating from identified object,"forked from, schism from, seceded from",wikibase-item,34
P81,connecting line,railway or public transport line(s) subject is directly connected to,"railway line, rapid transit line",wikibase-item,10846
P811,academic minor,minor someone studied at college/university,,wikibase-item,1
P812,academic major,major someone studied at college/university,,wikibase-item,34
P814,IUCN protected areas category,protected areas category by the World Commission on Protected Areas. Used with dedicated items for each category.,,wikibase-item,6708
P816,decays to,what isotope does this radioactive isotope decay to,,wikibase-item,4875
P817,decay mode,"type of decay that a radioactive isotope undergoes (should be used as a qualifier for ""decays to"")",,wikibase-item,3
P822,mascot,"mascot of an organization, e.g. a sports team or university",,wikibase-item,45
P823,speaker,someone who takes a role as speaker in events like keynotes or presentations,,wikibase-item,36
P825,dedicated to,person or organization to whom the subject was dedicated,,wikibase-item,255
P826,tonality,key of a musical composition,"musical key, key of musical composition",wikibase-item,370
P828,has cause,"underlying cause, thing that ultimately resulted in this effect.  See 'Help:Modeling causes' for usage notes.","causes, cause, has causes, has underlying cause, underlying cause, ultimate cause, ultimate causes, initial cause, effect of, outcome of, result of, has reason, reason, caused by",wikibase-item,165
P831,parent club,parent club of this team,"parent team, major league affiliate, affiliate of",wikibase-item,79
P832,public holiday,"official public holiday that occurs in this place, usually a non-working day","bank holiday, legal holiday, national holiday",wikibase-item,347
P833,interchange station,"station to which passengers can transfer to from this station, normally without extra expense","OSI, out of station interchange",wikibase-item,79
P834,train depot,"depot which serves this railway line, not public stations","railway depot, depot",wikibase-item,6
P837,day in year for periodic occurrence,when a specific holiday or periodic event occurs. Can be used as property or qualifier,"day of periodic occurrence, day in year, day, date",wikibase-item,531
P84,architect,person or architectural firm that designed this building,,wikibase-item,5470
P840,narrative set in,the narrative of this work is set in this location,setting location,wikibase-item,19372
P841,feast day,saint's principal feast day,,wikibase-item,682
P85,anthem,name of the subject's anthem,,wikibase-item,540
P852,ESRB rating,North American video game content rating - appropriate values are on property's talk page,Entertainment Software Rating Board rating,wikibase-item,3472
P853,CERO rating,Japanese video game rating system - see talk page for appropriate values,Computer Entertainment Rating Organization rating,wikibase-item,1372
P859,sponsor,enterprise that sponsors this item,,wikibase-item,103
P86,composer,person(s) who wrote the music; also use P676 for lyricist,"songwriter, composed by, musical score by, music by",wikibase-item,9407
P868,foods traditionally associated,foods consumed during the ceremony or associated with a certain settlement,,wikibase-item,12
P87,librettist,author of the libretto (words) of an opera,,wikibase-item,434
P870,instrumentation,combination of musical instruments employed in a composition,,wikibase-item,111
P872,printed by,"organization that printed the creative work (if different from ""publisher"")",printer,wikibase-item,14
P873,phase point,phase point to describe critical point and triple point (see talk page for an example),,wikibase-item,4
P878,avionics,"notable sensors, electronics, and other avionics installed in the subject aircraft","sensors, electronics",wikibase-item,162
P88,commissioned by,person or organization that commissioned this work,"client, commissioner, made for, built for",wikibase-item,565
P880,CPU,central processing unit found within the subject item,central processing unit,wikibase-item,563
P881,type of variable star,type of variable star,variable type,wikibase-item,32
P885,origin of the watercourse,main source of a river or stream,"source, river source, stream source",wikibase-item,183
P887,based on heuristic,indicates that the property value is determined based on some heuristic (Q201413).,,wikibase-item,2
P9,sister,subject has the object as their sister (female sibling),"has sister, sibling",wikibase-item,30332
P908,PEGI rating,European video game rating system - see talk page for appropriate values,,wikibase-item,2906
P91,sexual orientation,"the sexual orientation of the person - use IF AND ONLY IF they have stated it themselves, unambiguously, or it has been widely agreed upon by historians after their death",,wikibase-item,3186
P910,topic's main category,main category of this topic,"main category, category for this topic",wikibase-item,319704
P912,facility,"the subject item has this type of facility, e.g. toilet, car park",,wikibase-item,109
P913,notation,mathematical notation or another symbol,,wikibase-item,58
P914,USK rating,German video game content rating - see talk page for appropriate values,Unterhaltungssoftware Selbstkontrolle rating,wikibase-item,1714
P915,filming location,actual place where this scene/film was shot,"location of filming, location where filmed, studio where filmed, place of filming, place where filmed",wikibase-item,14572
P916,GSRR rating,Taiwanese video game content rating system,"CSRR rating, GSRMR rating",wikibase-item,9
P92,main regulatory text,text setting the main rules by which the subject is regulated,legally established by,wikibase-item,253
P921,main subject,primary topic of a work,"index term, topic of work, main topic, aboutness, about, topic, subject, subject heading",wikibase-item,20328
P923,medical examinations,examinations that might be used to diagnose the medical condition,"possible examinations, examinations",wikibase-item,51
P924,medical treatment,treatment that might be used to heal the medical condition,"therapy, medical therapy, treatment",wikibase-item,17
P927,anatomical location,where in the body does this anatomical feature lie,Manoo,wikibase-item,1
P930,type of electrification,electrification system scheme and/or voltage,,wikibase-item,3
P931,place served by airport,city or region served by this airport,"serves city, city served",wikibase-item,97
P937,location of creative working,location(s) where the creator was active,"workplace, work location",wikibase-item,40632
P941,inspired by,the work which inspired this creative work,source of inspiration,wikibase-item,425
P942,theme music,"the theme music/song used under licence by the item (film, event, sport club/team, person, etc.)",,wikibase-item,22
P943,programmer,coder for a piece of software or a digital creative work such as a video game,,wikibase-item,96
P944,Code of nomenclature,the Code that governs the scientific name of this taxon,,wikibase-item,814
P945,allegiance,"the country (or other power) that the person, or organization, served",,wikibase-item,239
P97,noble title,royal or noble titles held by the person,"peerage, title",wikibase-item,4556
P970,neurological function,The function of a neurological structure,,wikibase-item,1
P971,category combines topics,this category combines these two or more topics,"Category intersects topics, Category topics, Category subjects, combines topics",wikibase-item,78467
P972,catalog,"catalogue for the item, or, as a qualifier of P528, catalogue for which the number is valid",catalogue,wikibase-item,860
P974,tributary,stream or river that flows into this main stem (or parent) river or a lake,,wikibase-item,405
P98,editor,editor of a compiled work such as a book or academic journal,,wikibase-item,1314
P991,successful candidate,person(s) elected after the election,elected person,wikibase-item,4109
